ID	Name	Category	Type	Components	Marinobacter_sp_ES_048	Marinobacter_adhaerens_HP15	Marinobacter_adhaerens_strain_PBVC038	Marinobacter_algicola_DG893	Marinobacter_antarcticus_CGMCC1_10835	Marinobacter_aromaticivorans_strain_D15_8P	Marinobacter_daepoensis_DSM_16072	Marinobacter_dagiaonensis_CGMCC_1_9167	Marinobacter_sp_EN3	Marinobacter_sp_ES_1	Marinobacter_sp_EVN1	Marinobacter_excellens_HL_55	Marinobacter_excellens_LAMA_842	Marinobacter_flavimaris	Marinobacter_guaonensis_CGCC_1_6294	Marinobacter_guineae_strain_M3B	Marinobacter_hydrocarbonoclasticus_ASM1536	Marinobacter_hydrocarbonoclasticus_ATCC_49840	Marinobacter_hydrocarbonoclasticus_STW2	Marinobacter_lipoliticus_BF04_CF_4	Marinobacter_lipolyticus_SM19	Marinobacter_lutaoensis_T5054	Marinobacter_sp_LV10R510_8	Marinobacter_manganoxydans_MnI7_9	Marinobacter_mobilis_GCMCC_1_7059	Marinobacter_nanhaiticus_D15_8W	Marinobacter_nitrareduscens_AK21	Marinobacter_pelagius_CGMCC_1_6775	Marinobacter_persicus_IBRC_M_10445	Marinobacter_psychrophilus_20041	Marinobacter_salarius_SMR5	Marinobacter_salexigens_strain_HJR7	Marinobacter_salinus_Hb8	Marinobacter_santoriniensis_NKSG1	Marinobacter_segnicrescens_CGMCC_1_6489	Marinobacter_sp_AC_23	Marinobacter_sp_ANT_B65	Marinobacter_sp_BSs20148	Marinobacter_sp_C18	Marinobacter_sp_C1S70	Marinobacter_sp_CP1	Marinobacter_sp_CPC8	Marinobacter_sp_DG879	Marinobacter_sp_DSM_26291	Marinobacter_sp_DSM_26671	Marinobacter_sp_EhC06	Marinobacter_sp_EhN04	Marinobacter_sp_ELB17	Marinobacter_sp_ES_042	Marinobacter_sp_FDB33	Marinobacter_sp_IN6	Marinobacter_sp_LQ44	Marinobacter_sp_LV10MA510_1	Marinobacter_sp_LV10R510_11A	Marinobacter_sp_LV10R520_4	Marinobacter_sp_LVR2A5A20	Marinobacter_sp_MCTG268	Marinobacter_sp_N4	Marinobacter_sp_P4B1	Marinobacter_sp_PWS21	Marinobacter_zhejiangensis_CGMCC_1_7061
M00740	Methylaspartate_cycle	Other_carbohydrate_metabolism	Pathway	11	27.3	27.3	27.3	27.3	36.4	27.3	27.3	36.4	27.3	27.3	27.3	27.3	27.3	27.3	27.3	27.3	27.3	27.3	27.3	45.5	45.5	27.3	27.3	27.3	27.3	27.3	27.3	45.5	36.4	27.3	27.3	27.3	36.4	36.4	36.4	27.3	27.3	27.3	36.4	27.3	27.3	27.3	27.3	27.3	27.3	36.4	36.4	36.4	27.3	36.4	27.3	27.3	36.4	27.3	36.4	27.3	27.3	27.3	27.3	27.3	27.3
M00532	Photorespiration	Other_carbohydrate_metabolism	Pathway	10	20	20	20	20	20	30	10	30	10	10	10	20	10	20	30	30	10	10	10	10	20	20	20	20	20	20	20	20	20	20	20	30	30	20	30	10	20	20	20	10	20	20	20	20	20	20	20	20	20	10	30	10	20	20	20	20	20	20	10	20	20
M00013	Malonate_semialdehyde_pathway_propanoyl-CoA_=>_acetyl-CoA	Other_carbohydrate_metabolism	Pathway	4	50	50	50	50	50	50	50	50	50	50	50	25	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	0	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50
M00741	Propanoyl-CoA_metabolism_propanoyl-CoA_=>_succinyl-CoA	Other_carbohydrate_metabolism	Pathway	3	0	0	0	33.3	0	0	0	0	0	0	0	0	0	0	0	33.3	0	0	0	33.3	0	0	0	0	0	0	0	0	0	0	33.3	0	0	0	0	0	0	0	33.3	0	0	33.3	33.3	33.3	0	0	0	33.3	0	0	0	0	0	0	0	0	33.3	0	0	0	0
M00632	Galactose_degradation_Leloir_pathway_galactose_=>_alpha-D-glucose-1P	Other_carbohydrate_metabolism	Pathway	4	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	50	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25
M00552	D-galactonate_degradation_De_Ley-Doudoroff_pathway_D-galactonate_=>_glycerate-3P	Other_carbohydrate_metabolism	Pathway	5	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	80	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40
M00014	Glucuronate_pathway_(uronate_pathway)	Other_carbohydrate_metabolism	Pathway	8	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	25	12.5	12.5	12.5	25	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5
M00630	D-Galacturonate_degradation_(fungi)_D-galacturonate_=>_glycerol	Other_carbohydrate_metabolism	Pathway	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00631	D-Galacturonate_degradation_(bacteria)_D-galacturonate_=>_pyruvate_+_D-glyceraldehyde_3P	Other_carbohydrate_metabolism	Pathway	5	20	20	20	0	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	40	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
M00061	D-Glucuronate_degradation_D-glucuronate_=>_pyruvate_+_D-glyceraldehyde_3P	Other_carbohydrate_metabolism	Pathway	5	20	20	20	0	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	40	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
M00081	Pectin_degradation	Other_carbohydrate_metabolism	Pathway	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00565	Trehalose_biosynthesis_D-glucose_1P_=>_trehalose	Other_carbohydrate_metabolism	Pathway	6	50	50	50	0	50	50	50	0	50	50	50	50	50	50	50	50	50	50	0	0	50	50	0	50	0	0	50	50	50	0	0	0	100	50	0	0	0	0	0	50	50	0	16.7	0	50	50	50	0	50	0	50	50	0	0	0	0	0	50	50	50	0
M00549	Nucleotide_sugar_biosynthesis_glucose_=>_UDP-glucose	Other_carbohydrate_metabolism	Pathway	3	66.7	66.7	66.7	66.7	100	66.7	66.7	66.7	100	100	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	33.3	66.7	100	33.3	66.7	33.3	66.7	100	66.7	66.7	33.3	66.7	33.3	66.7	66.7	66.7	33.3	66.7	33.3	66.7	66.7	66.7	66.7	66.7	66.7	100	66.7	66.7	33.3	66.7	66.7	66.7	66.7	33.3	33.3	33.3	33.3	66.7	66.7	100	66.7	33.3
M00554	Nucleotide_sugar_biosynthesis_galactose_=>_UDP-galactose	Other_carbohydrate_metabolism	Pathway	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00761	Undecaprenylphosphate_alpha-L-Ara4N_biosynthesis_UDP-GlcA_=>_undecaprenyl_phosphate_alpha-L-Ara4N	Other_carbohydrate_metabolism	Pathway	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00793	dTDP-L-rhamnose_biosynthesis	Other_carbohydrate_metabolism	Pathway	4	25	100	50	25	75	25	75	100	50	75	25	25	100	25	25	100	100	100	75	25	100	100	25	75	100	75	100	100	75	25	25	25	25	75	100	75	25	100	25	25	25	25	25	25	100	25	25	25	25	100	100	25	100	25	75	75	25	75	25	75	75
M00794	dTDP-6-deoxy-D-allose_biosynthesis	Other_carbohydrate_metabolism	Pathway	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00795	dTDP-beta-L-noviose_biosynthesis	Other_carbohydrate_metabolism	Pathway	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00796	dTDP-D-mycaminose_biosynthesis	Other_carbohydrate_metabolism	Pathway	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00797	dTDP-D-desosamine_biosynthesis	Other_carbohydrate_metabolism	Pathway	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00798	dTDP-L-mycarose_biosynthesis	Other_carbohydrate_metabolism	Pathway	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00799	dTDP-L-oleandrose_biosynthesis	Other_carbohydrate_metabolism	Pathway	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00800	dTDP-L-megosamine_biosynthesis	Other_carbohydrate_metabolism	Pathway	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00801	dTDP-L-olivose_biosynthesis	Other_carbohydrate_metabolism	Pathway	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00802	dTDP-D-forosamine_biosynthesis	Other_carbohydrate_metabolism	Pathway	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00803	dTDP-D-angolosamine_biosynthesis	Other_carbohydrate_metabolism	Pathway	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00082	Fatty_acid_biosynthesis_initiation	Fatty_acid_metabolism	Pathway	2..3	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
M00083	Fatty_acid_biosynthesis_elongation	Fatty_acid_metabolism	Pathway	1..4	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
M00085	Fatty_acid_biosynthesis_elongation_mitochondria	Fatty_acid_metabolism	Pathway	3..4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00415	Fatty_acid_biosynthesis_elongation_endoplasmic_reticulum	Fatty_acid_metabolism	Pathway	4	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0
M00113	Jasmonic_acid_biosynthesis	Fatty_acid_metabolism	Pathway	8	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5
M00086	beta-Oxidation_acyl-CoA_synthesis	Fatty_acid_metabolism	Pathway	1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
M00087	beta-Oxidation	Fatty_acid_metabolism	Pathway	3..4	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
M00088	Ketone_body_biosynthesis_acetyl-CoA_=>_acetoacetate/3-hydroxybutyrate/acetone	Fatty_acid_metabolism	Pathway	5	60	60	60	60	60	60	60	60	60	40	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	40	60	60	20	80	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	40	60	60
M00089	Triacylglycerol_biosynthesis	Lipid_metabolism	Pathway	4	50	50	50	50	50	50	50	25	50	50	50	50	50	50	50	50	50	50	50	50	50	50	25	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50
M00098	Acylglycerol_degradation	Lipid_metabolism	Pathway	2	50	50	50	50	50	50	0	0	0	50	50	50	50	50	50	50	0	50	50	0	50	0	50	50	50	50	50	0	0	0	50	50	50	0	0	50	0	0	50	50	50	50	50	50	50	50	50	0	50	50	50	50	0	50	0	50	50	50	0	50	50
M00090	Phosphatidylcholine_(PC)_biosynthesis_choline_=>_PC	Lipid_metabolism	Pathway	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00091	Phosphatidylcholine_(PC)_biosynthesis_PE_=>_PC	Lipid_metabolism	Pathway	1..2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0
M00092	Phosphatidylethanolamine_(PE)_biosynthesis_ethanolamine_=>_PE	Lipid_metabolism	Pathway	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00093	Phosphatidylethanolamine_(PE)_biosynthesis_PA_=>_PS_=>_PE	Lipid_metabolism	Pathway	3	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
M00130	Inositol_phosphate_metabolism_PI=>_PIP2_=>_Ins(1_4_5)P3_=>_Ins(1_3_4_5)P4	Lipid_metabolism	Pathway	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00131	Inositol_phosphate_metabolism_Ins(1_3_4_5)P4_=>_Ins(1_3_4)P3_=>_myo-inositol	Lipid_metabolism	Pathway	4	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25
M00132	Inositol_phosphate_metabolism_Ins(1_3_4)P3_=>_phytate	Lipid_metabolism	Pathway	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00094	Ceramide_biosynthesis	Lipid_metabolism	Pathway	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00066	Lactosylceramide_biosynthesis	Lipid_metabolism	Pathway	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00067	Sulfoglycolipids_biosynthesis_ceramide/1-alkyl-2-acylglycerol_=>_sulfatide/seminolipid	Lipid_metabolism	Pathway	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00099	Sphingosine_biosynthesis	Lipid_metabolism	Pathway	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00100	Sphingosine_degradation	Lipid_metabolism	Pathway	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00060	Lipopolysaccharide_biosynthesis_KDO2-lipid_A	Lipopolysaccharide_metabolism	Pathway	9	88.9	88.9	88.9	88.9	88.9	88.9	88.9	88.9	88.9	88.9	88.9	88.9	88.9	88.9	88.9	88.9	88.9	88.9	88.9	88.9	88.9	88.9	88.9	88.9	88.9	88.9	88.9	88.9	88.9	88.9	88.9	88.9	88.9	88.9	88.9	88.9	88.9	88.9	88.9	88.9	88.9	88.9	88.9	88.9	88.9	88.9	88.9	88.9	88.9	88.9	77.8	88.9	88.9	88.9	88.9	88.9	88.9	88.9	88.9	88.9	88.9
M00063	CMP-KDO_biosynthesis	Lipopolysaccharide_metabolism	Pathway	4	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
M00064	ADP-L-glycero-D-manno-heptose_biosynthesis	Lipopolysaccharide_metabolism	Pathway	4	50	50	50	25	50	100	25	25	25	100	100	25	25	50	50	50	100	25	100	50	50	25	50	50	100	25	50	25	100	50	25	25	50	0	25	50	50	50	25	100	50	25	50	25	50	50	50	100	50	50	50	25	50	50	50	50	25	50	100	25	100
M00080	Lipopolysaccharide_biosynthesis_inner_core_=>_outer_core_=>_O-antigen	Lipopolysaccharide_metabolism	Pathway	12	8.3	8.3	8.3	8.3	8.3	16.7	16.7	8.3	16.7	25	25	16.7	8.3	8.3	8.3	8.3	33.3	8.3	33.3	8.3	16.7	8.3	8.3	8.3	16.7	8.3	8.3	8.3	33.3	16.7	8.3	8.3	8.3	8.3	16.7	16.7	8.3	8.3	16.7	33.3	8.3	16.7	16.7	16.7	8.3	8.3	8.3	16.7	8.3	8.3	0	8.3	8.3	8.3	8.3	8.3	16.7	8.3	25	8.3	16.7
M00055	N-glycan_precursor_biosynthesis	Glycan_metabolism	Pathway	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00072	N-glycosylation_by_oligosaccharyltransferase	Glycan_metabolism	Pathway	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00073	N-glycan_precursor_trimming	Glycan_metabolism	Pathway	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00074	N-glycan_biosynthesis_high-mannose_type	Glycan_metabolism	Pathway	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00075	N-glycan_biosynthesis_complex_type	Glycan_metabolism	Pathway	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00056	O-glycan_biosynthesis_mucin_type_core	Glycan_metabolism	Pathway	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00070	Glycosphingolipid_biosynthesis_lacto-series_LacCer_=>_Lc4Cer	Glycan_metabolism	Pathway	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00071	Glycosphingolipid_biosynthesis_neolacto-series_LacCer_=>_nLc4Cer	Glycan_metabolism	Pathway	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00068	Glycosphingolipid_biosynthesis_globo-series_LacCer_=>_Gb4Cer	Glycan_metabolism	Pathway	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00069	Glycosphingolipid_biosynthesis_ganglio_series_LacCer_=>_GT3	Glycan_metabolism	Pathway	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00065	GPI-anchor_biosynthesis_core_oligosaccharide	Glycan_metabolism	Pathway	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00057	Glycosaminoglycan_biosynthesis_linkage_tetrasaccharide	Glycosaminoglycan_metabolism	Pathway	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00058	Glycosaminoglycan_biosynthesis_chondroitin_sulfate_backbone	Glycosaminoglycan_metabolism	Pathway	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00059	Glycosaminoglycan_biosynthesis_heparan_sulfate_backbone	Glycosaminoglycan_metabolism	Pathway	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00076	Dermatan_sulfate_degradation	Glycosaminoglycan_metabolism	Pathway	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00077	Chondroitin_sulfate_degradation	Glycosaminoglycan_metabolism	Pathway	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00078	Heparan_sulfate_degradation	Glycosaminoglycan_metabolism	Pathway	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00079	Keratan_sulfate_degradation	Glycosaminoglycan_metabolism	Pathway	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
