genes,COG_CATEGORY_ACC,COG_CATEGORY,COG_FUNCTION_ACC,COG_FUNCTION,Marinobacter_adhaerens_HP15,Marinobacter_adhaerens_strain_PBVC038,Marinobacter_algicola_DG893,Marinobacter_antarcticus_CGMCC1_10835,Marinobacter_aromaticivorans_strain_D15_8P,Marinobacter_daepoensis_DSM_16072,Marinobacter_dagiaonensis_CGMCC_1_9167,Marinobacter_excellens_LAMA_842,Marinobacter_flavimaris,Marinobacter_guaonensis_CGCC_1_6294,Marinobacter_guineae_strain_M3B,Marinobacter_hydrocarbonoclasticus_ASM1536,Marinobacter_hydrocarbonoclasticus_ATCC_49840,Marinobacter_hydrocarbonoclasticus_STW2,Marinobacter_lipoliticus_BF04_CF_4,Marinobacter_lipolyticus_SM19,Marinobacter_lutaoensis_T5054,Marinobacter_manganoxydans_MnI7_9,Marinobacter_mobilis_GCMCC_1_7059,Marinobacter_nanhaiticus_D15_8W,Marinobacter_nitrareduscens_AK21,Marinobacter_pelagius_CGMCC_1_6775,Marinobacter_persicus_IBRC_M_10445,Marinobacter_psychrophilus_20041,Marinobacter_salarius_SMR5,Marinobacter_salexigens_strain_HJR7,Marinobacter_salinus_Hb8,Marinobacter_santoriniensis_NKSG1,Marinobacter_sp_ANT_B65,Marinobacter_sp_BSs20148,Marinobacter_sp_C18,Marinobacter_sp_C1S70,Marinobacter_sp_CP1,Marinobacter_sp_CPC8,Marinobacter_sp_DSM_26291,Marinobacter_sp_DSM_26671,Marinobacter_sp_EN3,Marinobacter_sp_ES_042,Marinobacter_sp_ES_048,Marinobacter_sp_ES_1,Marinobacter_sp_EVN1,Marinobacter_sp_EhC06,Marinobacter_sp_EhN04,Marinobacter_sp_FDB33,Marinobacter_sp_HK15,Marinobacter_sp_HL_58,Marinobacter_sp_LQ44,Marinobacter_sp_LV10R510_11A,Marinobacter_sp_LV10R510_8,Marinobacter_sp_N4,Marinobacter_sp_P4B1,Marinobacter_sp_PWS21,Marinobacter_sp_X15_166B,Marinobacter_sp_tcs_11,Marinobacter_subterrani_JG233,Marinobacter_vinifirmus_FB1,Marinobacter_zhejiangensis_CGMCC_1_7061
PC_00000177,O,O,COG0652,Peptidyl-prolyl_cis-trans_isomerase_(rotamase)_-_cyclophilin_family,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00000178,G,G,COG1593,TRAP-type_C4-dicarboxylate_transport_system__large_permease_component,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
PC_00000179,Q,Q,COG4664,TRAP-type_mannitol/chloroaromatic_compound_transport_system__large_permease_component,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1
PC_00000180,R,R,COG1881,Uncharacterized_conserved_protein__phosphatidylethanolamine-binding_protein_(PEBP)_family,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00000184,C,C,COG0723,Rieske_Fe-S_protein,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1
PC_00000185,H,H,COG1612,Heme_A_synthase,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00000186,E,E,COG0646|COG1410,Methionine_synthase_I_(cobalamin-dependent)__methyltransferase_domain|Methionine_synthase_I__cobalamin-binding_domain,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00000188,M,M,COG1538,Outer_membrane_protein_TolC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00000189,T,T,COG2114,Adenylate_cyclase__class_3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00000190,T|E,T|E,COG0591|COG4191,Na_/proline_symporter|Signal_transduction_histidine_kinase_regulating_C4-dicarboxylate_transport_system,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00000191,C,C,COG0578,Glycerol-3-phosphate_dehydrogenase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00000195,E,E,COG0683,ABC-type_branched-chain_amino_acid_transport_system__periplasmic_component,2,1,1,2,1,1,3,1,1,1,3,1,1,1,0,0,1,1,2,2,1,2,1,0,1,1,2,2,2,0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,0,1,1,2,1,1,1,1,1
PC_00000196,C,C,COG4147,Na_(or_H_)/acetate_symporter_ActP,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1
PC_00000197,C,C,COG2838,Monomeric_isocitrate_dehydrogenase,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00000200,C,C,COG0655,Multimeric_flavodoxin_WrbA,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00000202,C,C,COG0435,Glutathionyl-hydroquinone_reductase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1
PC_00000203,W|N,W|N,COG3170,Tfp_pilus_assembly_protein_FimV,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00000204,S,S,COG0397,Uncharacterized_conserved_protein_YdiU__UPF0061_family,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00000205,R,R,COG1160,Predicted_GTPases,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00000208,T,T,COG2205,K_-sensing_histidine_kinase_KdpD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00000211,F,F,COG1146,NAD-dependent_dihydropyrimidine_dehydrogenase__PreA_subunit,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00000213,S,S,COG4541,Uncharacterized_membrane_protein,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00000215,M|V,M|V,COG0845,Multidrug_efflux_pump_subunit_AcrA_(membrane-fusion_protein),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00000216,I,I,COG1960,Acyl-CoA_dehydrogenase_related_to_the_alkylation_response_protein_AidB,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00000220,Q|R|I,Q|R|I,COG1028,NAD(P)-dependent_dehydrogenase__short-chain_alcohol_dehydrogenase_family,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00000222,L,L,COG2003,DNA_repair_protein_RadC__contains_a_helix-hairpin-helix_DNA-binding_motif,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1
PC_00000224,D,D,COG0772,Bacterial_cell_division_protein_FtsW__lipid_II_flippase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00000226,I|H,I|H,COG0109,Polyprenyltransferase_(heme_O_synthase),1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00000228,I,I,COG0777,Acetyl-CoA_carboxylase_beta_subunit,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00000230,,,,,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00000233,C,C,COG4659,Na_-translocating_ferredoxin:NAD__oxidoreductase_RNF__RnfG_subunit,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00000240,D,D,COG1589,Cell_division_septal_protein_FtsQ,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00000243,C,C,COG1845,Heme/copper-type_cytochrome/quinol_oxidase__subunit_3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00000244,G,G,COG0574|COG1080,Phosphoenolpyruvate_synthase/pyruvate_phosphate_dikinase|Phosphoenolpyruvate-protein_kinase_(PTS_system_EI_component_in_bacteria),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
PC_00000247,Q,Q,COG0179,2-keto-4-pentenoate_hydratase/2-oxohepta-3-ene-1_7-dioic_acid_hydratase_(catechol_pathway),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00000252,C,C,COG1252,NADH_dehydrogenase__FAD-containing_subunit,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00000253,H,H,COG0108|COG0807,3_4-dihydroxy-2-butanone_4-phosphate_synthase|GTP_cyclohydrolase_II,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00000255,V,V,COG0842,ABC-type_multidrug_transport_system__permease_component,0,0,0,2,3,2,0,0,0,0,2,4,2,0,0,0,2,0,0,2,2,4,1,2,0,2,0,0,2,2,1,3,1,0,0,0,3,0,0,3,3,2,2,0,0,0,0,0,0,0,2,2,0,2,0,2,2
PC_00000256,R,R,COG1752,Predicted_acylesterase/phospholipase_RssA__containd_patatin_domain,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00000257,V,V,COG1131,ABC-type_multidrug_transport_system__ATPase_component,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
PC_00000258,T,T,COG2199|COG2200,GGDEF_domain__diguanylate_cyclase_(c-di-GMP_synthetase)_or_its_enzymatically_inactive_variants|EAL_domain__c-di-GMP-specific_phosphodiesterase_class_I_(or_its_enzymatically_inactive_variant),1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00000260,E,E,COG0107,Imidazole_glycerol_phosphate_synthase_subunit_HisF,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00000261,R|G|F,R|G|F,COG0537,Diadenosine_tetraphosphate_(Ap4A)_hydrolase_or_other_HIT_family_hydrolase,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00000262,S,S,COG4681,Uncharacterized_conserved_protein_YaeQ__suppresses_RfaH_defect,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00000263,U,U,COG4796,Type_II_secretory_pathway__component_HofQ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1
PC_00000265,R|F,R|F,COG0402,Cytosine/adenosine_deaminase_or_related_metal-dependent_hydrolase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00000267,U,U,COG1826,Sec-independent_protein_translocase_protein_TatA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00000269,T,T,COG5000|COG5001,Signal_transduction_histidine_kinase_involved_in_nitrogen_fixation_and_metabolism_regulation|Predicted_signal_transduction_protein_containing_a_membrane_domain__an_EAL_and_a_GGDEF_domain,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
PC_00000270,M,M,COG3637,Opacity_protein_and_related_surface_antigens,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00000276,L,L,COG0187,DNA_gyrase/topoisomerase_IV__subunit_B,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00000279,M,M,COG1376,Lipoprotein-anchoring_transpeptidase_ErfK/SrfK,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00000280,F,F,COG0026,Phosphoribosylaminoimidazole_carboxylase_(NCAIR_synthetase),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00000283,L,L,COG0323,DNA_mismatch_repair_ATPase_MutL,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
PC_00000284,O,O,COG1305,Transglutaminase-like_enzyme__putative_cysteine_protease,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
PC_00000286,V,V,COG0841,Multidrug_efflux_pump_subunit_AcrB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00000288,J,J,COG0130,tRNA_U55_pseudouridine_synthase_TruB__may_also_work_on_U342_of_tmRNA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00000289,O,O,COG0542,ATP-dependent_Clp_protease_ATP-binding_subunit_ClpA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00000290,L,L,COG1200,RecG-like_helicase,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00000291,L,L,COG3743,_Predicted_5_DNA_nuclease__flap_endonuclease-1-like__helix-3-turn-helix_(H3TH)_domain,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0
PC_00000295,C,C,COG2878,Na_-translocating_ferredoxin:NAD__oxidoreductase_RNF__RnfB_subunit,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00000300,G|I,G|I,COG0204|COG2814,1-acyl-sn-glycerol-3-phosphate_acyltransferase|Predicted_arabinose_efflux_permease__MFS_family,1,1,1,1,1,1,0,3,1,0,1,1,1,2,1,1,1,1,1,1,2,0,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,1,1,1,1,1,1
PC_00000301,F,F,COG0209,Ribonucleotide_reductase_alpha_subunit,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1
PC_00000304,M,M,COG0810,Periplasmic_protein_TonB__links_inner_and_outer_membranes,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00000305,O,O,COG0793,C-terminal_processing_protease_CtpA/Prc__contains_a_PDZ_domain,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00000306,E,E,COG0119,Isopropylmalate/homocitrate/citramalate_synthases,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
PC_00000307,O,O,COG0606,Predicted_ATPase_with_chaperone_activity,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
PC_00000310,R,R,COG0645|COG2187,Predicted_kinase|Aminoglycoside_phosphotransferase_family_enzyme,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
PC_00000312,K|L,K|L,COG1061,Superfamily_II_DNA_or_RNA_helicase,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1
PC_00000313,R,R,COG0488,ATPase_components_of_ABC_transporters_with_duplicated_ATPase_domains,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00000315,O,O,COG0466,ATP-dependent_Lon_protease__bacterial_type,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00000316,J,J,COG0564,Pseudouridylate_synthase__23S_rRNA-_or_tRNA-specific,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
PC_00000317,T|N,T|N,COG0643|COG0784|COG2198|COG2198|COG2198|COG2198|COG2198,Chemotaxis_protein_histidine_kinase_CheA|CheY_chemotaxis_protein_or_a_CheY-like_REC_(receiver)_domain|HPt_(histidine-containing_phosphotransfer)_domain|HPt_(histidine-containing_phosphotransfer)_domain|HPt_(histidine-containing_phosphotransfer)_domain|HPt_(histidine-containing_phosphotransfer)_domain|HPt_(histidine-containing_phosphotransfer)_domain,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00000319,T|K,T|K,COG0745,DNA-binding_response_regulator__OmpR_family__contains_REC_and_winged-helix_(wHTH)_domain,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00000320,T,T,COG1551,sRNA-binding_carbon_storage_regulator_CsrA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00000321,J,J,COG0292,Ribosomal_protein_L20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00000323,J,J,COG0102,Ribosomal_protein_L13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00000325,T|K,T|K,COG0745,DNA-binding_response_regulator__OmpR_family__contains_REC_and_winged-helix_(wHTH)_domain,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00000329,F,F,COG0717,Deoxycytidine_triphosphate_deaminase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
